"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0983606557377049,0.180327868852459,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0983606557377049
"2",0.17741935483871,0.0806451612903226,0.0806451612903226,0.0806451612903226,0.0967741935483871,0.0806451612903226,0.0967741935483871,0.112903225806452,0.0806451612903226,0.112903225806452
"3",0.137931034482759,0.120689655172414,0.0862068965517241,0.0862068965517241,0.0862068965517241,0.103448275862069,0.103448275862069,0.0862068965517241,0.0862068965517241,0.103448275862069
"4",0.101694915254237,0.0847457627118644,0.101694915254237,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.203389830508475,0.0847457627118644
"5",0.125,0.15625,0.078125,0.109375,0.078125,0.09375,0.09375,0.078125,0.09375,0.09375
"6",0.111111111111111,0.0925925925925926,0.111111111111111,0.0925925925925926,0.111111111111111,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926,0.0925925925925926
"7",0.0967741935483871,0.0967741935483871,0.0806451612903226,0.0806451612903226,0.0967741935483871,0.0967741935483871,0.112903225806452,0.129032258064516,0.112903225806452,0.0967741935483871
"8",0.116666666666667,0.0833333333333333,0.1,0.0833333333333333,0.0833333333333333,0.116666666666667,0.0833333333333333,0.116666666666667,0.116666666666667,0.1
"9",0.0793650793650794,0.0793650793650794,0.111111111111111,0.0793650793650794,0.0952380952380952,0.158730158730159,0.0952380952380952,0.126984126984127,0.0793650793650794,0.0952380952380952
"10",0.131147540983607,0.163934426229508,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.114754098360656,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0983606557377049
"11",0.152542372881356,0.0847457627118644,0.101694915254237,0.11864406779661,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.101694915254237,0.101694915254237,0.0847457627118644
"12",0.1,0.133333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.116666666666667,0.1,0.1,0.116666666666667
"13",0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.111111111111111,0.111111111111111,0.12962962962963,0.0925925925925926
"14",0.0806451612903226,0.0806451612903226,0.0806451612903226,0.0806451612903226,0.112903225806452,0.112903225806452,0.0967741935483871,0.112903225806452,0.0967741935483871,0.145161290322581
"15",0.140625,0.09375,0.109375,0.09375,0.09375,0.078125,0.09375,0.109375,0.109375,0.078125
"16",0.0833333333333333,0.133333333333333,0.116666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.116666666666667,0.0833333333333333,0.116666666666667,0.1
"17",0.0819672131147541,0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0983606557377049,0.0983606557377049,0.131147540983607,0.0983606557377049,0.131147540983607
"18",0.133333333333333,0.0833333333333333,0.116666666666667,0.0833333333333333,0.1,0.0833333333333333,0.1,0.0833333333333333,0.133333333333333,0.0833333333333333
"19",0.114754098360656,0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0983606557377049,0.147540983606557,0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0819672131147541
"20",0.158730158730159,0.111111111111111,0.0793650793650794,0.0793650793650794,0.0952380952380952,0.0793650793650794,0.0952380952380952,0.0793650793650794,0.0952380952380952,0.126984126984127
"21",0.0833333333333333,0.0833333333333333,0.0833333333333333,0.183333333333333,0.0833333333333333,0.116666666666667,0.1,0.0833333333333333,0.0833333333333333,0.1
"22",0.0819672131147541,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.147540983606557,0.0983606557377049,0.163934426229508
"23",0.111111111111111,0.0952380952380952,0.111111111111111,0.0793650793650794,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.111111111111111,0.111111111111111,0.0952380952380952
"24",0.133333333333333,0.1,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.116666666666667,0.0833333333333333,0.0833333333333333,0.116666666666667,0.116666666666667
"25",0.135593220338983,0.0847457627118644,0.0847457627118644,0.101694915254237,0.11864406779661,0.0847457627118644,0.0847457627118644,0.101694915254237,0.0847457627118644,0.11864406779661
"26",0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0983606557377049,0.114754098360656,0.147540983606557
"27",0.127272727272727,0.109090909090909,0.0909090909090909,0.0909090909090909,0.127272727272727,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
"28",0.087719298245614,0.087719298245614,0.105263157894737,0.087719298245614,0.087719298245614,0.105263157894737,0.105263157894737,0.12280701754386,0.087719298245614,0.12280701754386
"29",0.0983606557377049,0.0819672131147541,0.114754098360656,0.0983606557377049,0.0819672131147541,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0983606557377049,0.163934426229508
"30",0.131147540983607,0.114754098360656,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.131147540983607,0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0819672131147541
"31",0.078125,0.09375,0.09375,0.109375,0.09375,0.09375,0.140625,0.078125,0.09375,0.125
"32",0.114754098360656,0.0819672131147541,0.0819672131147541,0.163934426229508,0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0983606557377049,0.0983606557377049,0.0819672131147541
"33",0.0819672131147541,0.131147540983607,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.114754098360656,0.0819672131147541,0.163934426229508
"34",0.183333333333333,0.1,0.0833333333333333,0.1,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.116666666666667,0.0833333333333333,0.0833333333333333
"35",0.114754098360656,0.0983606557377049,0.0983606557377049,0.114754098360656,0.0819672131147541,0.114754098360656,0.0983606557377049,0.0983606557377049,0.0819672131147541,0.0983606557377049
"36",0.0983606557377049,0.0983606557377049,0.131147540983607,0.114754098360656,0.114754098360656,0.0983606557377049,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0983606557377049
"37",0.0862068965517241,0.0862068965517241,0.137931034482759,0.0862068965517241,0.103448275862069,0.0862068965517241,0.0862068965517241,0.103448275862069,0.103448275862069,0.120689655172414
"38",0.105263157894737,0.087719298245614,0.12280701754386,0.087719298245614,0.087719298245614,0.087719298245614,0.105263157894737,0.105263157894737,0.087719298245614,0.12280701754386
"39",0.0847457627118644,0.0847457627118644,0.0847457627118644,0.11864406779661,0.101694915254237,0.0847457627118644,0.101694915254237,0.135593220338983,0.0847457627118644,0.11864406779661
"40",0.0983606557377049,0.114754098360656,0.0819672131147541,0.0983606557377049,0.114754098360656,0.0819672131147541,0.114754098360656,0.0983606557377049,0.0983606557377049,0.0983606557377049
"41",0.11864406779661,0.101694915254237,0.169491525423729,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.101694915254237
"42",0.125,0.125,0.125,0.109375,0.09375,0.09375,0.078125,0.078125,0.09375,0.078125
"43",0.1,0.133333333333333,0.1,0.116666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1,0.116666666666667,0.0833333333333333
